Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Species	Comments
15	Spectrogram 1	1	23165.976871446	23166.531854488	0.5550	3625.000	5937.500	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_032000.wav	5.9769	PWR05_20210213_032000.wav	M	
16	Spectrogram 1	1	23169.353018285	23170.555481543	1.2025	2812.500	5750.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_032000.wav	9.3530	PWR05_20210213_032000.wav	M	
17	Spectrogram 1	1	23170.755892086	23171.588366650	0.8325	3437.500	5750.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_032000.wav	10.7559	PWR05_20210213_032000.wav	M	
18	Spectrogram 1	1	23171.788777193	23172.590419365	0.8016	3500.000	6000.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_032000.wav	11.7888	PWR05_20210213_032000.wav	M	
19	Spectrogram 1	1	23200.075508693	23200.938815647	0.8633	3812.500	5750.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_032000.wav	40.0755	PWR05_20210213_032000.wav	M	
20	Spectrogram 1	1	23368.629908402	23369.354469596	0.7246	3312.500	5750.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_035000.wav	28.6299	PWR05_20210213_035000.wav	M	
21	Spectrogram 1	1	23369.770706877	23370.248608941	0.4779	3875.000	5625.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_035000.wav	29.7707	PWR05_20210213_035000.wav	M	
22	Spectrogram 1	1	23394.931467240	23395.239791153	0.3083	2750.000	4562.500	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_035000.wav	54.9315	PWR05_20210213_035000.wav	M	
23	Spectrogram 1	1	23395.578947456	23396.534751584	0.9558	2687.500	6250.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_035000.wav	55.5790	PWR05_20210213_035000.wav	M	
24	Spectrogram 1	1	23446.712397525	23447.282796763	0.5704	3625.000	5687.500	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_040000.wav	46.7124	PWR05_20210213_040000.wav	M	
25	Spectrogram 1	1	23447.483207306	23448.192352304	0.7091	3812.500	5875.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_040000.wav	47.4832	PWR05_20210213_040000.wav	M	
26	Spectrogram 1	1	23531.214390502	23531.815622131	0.6012	3750.000	6500.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_042000.wav	11.2144	PWR05_20210213_042000.wav	M	
27	Spectrogram 1	1	23556.370730173	23557.126123758	0.7554	3875.000	6250.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_042000.wav	36.3708	PWR05_20210213_042000.wav	M	
28	Spectrogram 1	1	23557.280285714	23558.220673647	0.9404	3687.500	6750.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_042000.wav	37.2803	PWR05_20210213_042000.wav	M	
29	Spectrogram 1	1	23576.383510320	23577.154320101	0.7708	3312.500	6000.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_042000.wav	56.3835	PWR05_20210213_042000.wav	M	
30	Spectrogram 1	1	23584.554093996	23585.155325625	0.6012	3562.500	5750.000	D:\AI_SCMU\2021\Audio\Pinnacle\SM4\2_10_21 to 3_19_21\Data\PWR05_20210213_043000.wav	4.5541	PWR05_20210213_043000.wav	M	
