Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Species	Comments
14	Spectrogram 1	1	447.539600000	448.649566084	1.1100	3062.500	6062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210328_050000.wav	27.5396	PWR04_20210328_050000.wav	M	
15	Spectrogram 1	1	480.493300000	481.156196411	0.6629	3250.000	5562.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210330_033000.wav	0.4933	PWR04_20210330_033000.wav	M	
16	Spectrogram 1	1	481.742000000	482.466561194	0.7246	2875.000	4875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210330_033000.wav	1.7420	PWR04_20210330_033000.wav	M	
17	Spectrogram 1	1	485.781100000	486.536493585	0.7554	3312.500	6312.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210330_033000.wav	5.7811	PWR04_20210330_033000.wav	M	
18	Spectrogram 1	1	486.798500000	487.322650651	0.5242	3250.000	6312.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210330_033000.wav	6.7985	PWR04_20210330_033000.wav	M	
19	Spectrogram 1	1	504.484000000	505.054399238	0.5704	3500.000	6625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210330_033000.wav	24.4840	PWR04_20210330_033000.wav	M	
20	Spectrogram 1	1	537.874100000	538.490747824	0.6166	3250.000	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210330_033000.wav	57.8741	PWR04_20210330_033000.wav	M	
21	Spectrogram 1	1	555.719900000	561.562638138	5.8427	1375.000	10500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210330_034000.wav	15.7199	PWR04_20210330_034000.wav	U	
22	Spectrogram 1	1	611.744100000	612.591990759	0.8479	2875.000	4812.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210330_043000.wav	11.7441	PWR04_20210330_043000.wav	M	
23	Spectrogram 1	1	686.127500000	686.605402064	0.4779	3687.500	5562.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210402_045000.wav	26.1275	PWR04_20210402_045000.wav	M	
24	Spectrogram 1	1	686.852100000	687.314585868	0.4625	3625.000	5250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210402_045000.wav	26.8521	PWR04_20210402_045000.wav	M	
25	Spectrogram 1	1	763.372000000	763.772821086	0.4008	125.000	3562.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210404_011000.wav	43.3720	PWR04_20210404_011000.wav	R	
26	Spectrogram 1	1	770.216700000	770.725434456	0.5087	0.000	1375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210404_011000.wav	50.2167	PWR04_20210404_011000.wav	R	
27	Spectrogram 1	1	775.812800000	776.336950651	0.5242	62.500	2125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210404_011000.wav	55.8128	PWR04_20210404_011000.wav	R	
28	Spectrogram 1	1	778.768200000	779.292350651	0.5242	125.000	4500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210404_011000.wav	58.7682	PWR04_20210404_011000.wav	R	
29	Spectrogram 1	1	833.913500000	834.437650651	0.5242	3187.500	5125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210404_230000.wav	53.9135	PWR04_20210404_230000.wav	M	
30	Spectrogram 1	1	894.591900000	895.177715433	0.5858	4125.000	6812.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210404_233000.wav	54.5919	PWR04_20210404_233000.wav	M	
31	Spectrogram 1	1	913.490700000	914.138180215	0.6475	3062.500	5125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210405_041000.wav	13.4907	PWR04_20210405_041000.wav	M	
32	Spectrogram 1	1	945.596500000	946.213147825	0.6166	3687.500	5062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210405_041000.wav	45.5965	PWR04_20210405_041000.wav	M	
33	Spectrogram 1	1	967.233100000	967.711002064	0.4779	4062.500	5875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210405_042000.wav	7.2331	PWR04_20210405_042000.wav	M	
34	Spectrogram 1	1	999.484000000	999.853988694	0.3700	3812.500	5937.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210405_042000.wav	39.4840	PWR04_20210405_042000.wav	M	
35	Spectrogram 1	1	1058.970700000	1059.479434456	0.5087	4187.500	6437.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210405_230000.wav	38.9707	PWR04_20210405_230000.wav	M	
36	Spectrogram 1	1	1060.358200000	1060.974847824	0.6166	2687.500	5812.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210405_230000.wav	40.3582	PWR04_20210405_230000.wav	M	
37	Spectrogram 1	1	1114.907000000	1115.246156303	0.3392	4250.000	5500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210406_032000.wav	34.9070	PWR04_20210406_032000.wav	M	
40	Spectrogram 1	1	1241.102700000	1241.796428803	0.6937	3062.500	6187.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210409_010000.wav	41.1027	PWR04_20210409_010000.wav	M	
41	Spectrogram 1	1	1254.957300000	1255.481450651	0.5242	3500.000	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210409_010000.wav	54.9573	PWR04_20210409_010000.wav	M	
42	Spectrogram 1	1	1294.594000000	1294.948572499	0.3546	3875.000	5125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210409_011000.wav	34.5940	PWR04_20210409_011000.wav	M	
43	Spectrogram 1	1	1296.413100000	1297.445985106	1.0329	3437.500	6500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210409_011000.wav	36.4131	PWR04_20210409_011000.wav	M	
44	Spectrogram 1	1	1368.087800000	1368.534869673	0.4471	4437.500	6437.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210409_220000.wav	48.0878	PWR04_20210409_220000.wav	M	
45	Spectrogram 1	1	1432.479900000	1433.096547824	0.6166	3937.500	6437.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210409_221000.wav	52.4799	PWR04_20210409_221000.wav	M	
48	Spectrogram 1	1	1507.743500000	1508.190569673	0.4471	0.000	2000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210411_060000.wav	7.7435	PWR04_20210411_060000.wav	U	
49	Spectrogram 1	1	1511.104300000	1511.366375326	0.2621	0.000	1500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210411_060000.wav	11.1043	PWR04_20210411_060000.wav	U	
50	Spectrogram 1	1	1514.480400000	1514.742475325	0.2621	312.500	1437.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210411_060000.wav	14.4804	PWR04_20210411_060000.wav	U	
51	Spectrogram 1	1	1611.349900000	1611.951131629	0.6012	3937.500	6250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210411_225000.wav	51.3499	PWR04_20210411_225000.wav	M	
52	Spectrogram 1	1	1676.250700000	1676.759434455	0.5087	4437.500	6312.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210413_050000.wav	56.2507	PWR04_20210413_050000.wav	M	
54	Spectrogram 1	1	1766.358700000	1766.821185868	0.4625	4062.500	5375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210414_044000.wav	26.3587	PWR04_20210414_044000.wav	M	
55	Spectrogram 1	1	1816.094600000	1816.572502064	0.4779	4000.000	5937.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210414_045000.wav	16.0946	PWR04_20210414_045000.wav	M	
56	Spectrogram 1	1	1839.781600000	1840.213253477	0.4317	4187.500	5812.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210414_045000.wav	39.7816	PWR04_20210414_045000.wav	M	
57	Spectrogram 1	1	1854.638200000	1855.146934455	0.5087	4125.000	6375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210414_045000.wav	54.6382	PWR04_20210414_045000.wav	M	
58	Spectrogram 1	1	1855.717400000	1856.303215434	0.5858	3312.500	5687.500	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210414_045000.wav	55.7174	PWR04_20210414_045000.wav	M	
59	Spectrogram 1	1	1861.028300000	1861.583283042	0.5550	62.500	3750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\3_20_21 to 4_14_21\Data\PWR04_20210414_051000.wav	1.0283	PWR04_20210414_051000.wav	R	
